unity8,https://api.launchpad.net/1.0/unity8,1211595,https://api.launchpad.net/1.0/bugs/1211595,76,1,None
ubuntu-gnome,https://api.launchpad.net/1.0/ubuntu-gnome,1163711,https://api.launchpad.net/1.0/bugs/1163711,32,11,None
ubuntu-gnome,https://api.launchpad.net/1.0/ubuntu-gnome,1162625,https://api.launchpad.net/1.0/bugs/1162625,32,4,None
ubuntu-gnome,https://api.launchpad.net/1.0/ubuntu-gnome,1163501,https://api.launchpad.net/1.0/bugs/1163501,32,3,None
ubuntu-gnome,https://api.launchpad.net/1.0/ubuntu-gnome,1165937,https://api.launchpad.net/1.0/bugs/1165937,32,7,None
ubuntu-gnome,https://api.launchpad.net/1.0/ubuntu-gnome,1187259,https://api.launchpad.net/1.0/bugs/1187259,32,1,None
ubuntu-gnome,https://api.launchpad.net/1.0/ubuntu-gnome,1195381,https://api.launchpad.net/1.0/bugs/1195381,32,3,None
birdie,https://api.launchpad.net/1.0/birdie,1179191,https://api.launchpad.net/1.0/bugs/1179191,77,1,None
birdie,https://api.launchpad.net/1.0/birdie,1179623,https://api.launchpad.net/1.0/bugs/1179623,77,1,None
birdie,https://api.launchpad.net/1.0/birdie,1184117,https://api.launchpad.net/1.0/bugs/1184117,77,1,None
birdie,https://api.launchpad.net/1.0/birdie,1184175,https://api.launchpad.net/1.0/bugs/1184175,77,1,None
indicator-china-weather,https://api.launchpad.net/1.0/indicator-china-weather,1166093,https://api.launchpad.net/1.0/bugs/1166093,39,1,None
switchboard-plug-keyboard,https://api.launchpad.net/1.0/switchboard-plug-keyboard,1103179,https://api.launchpad.net/1.0/bugs/1103179,22,6,None
switchboard-plug-keyboard,https://api.launchpad.net/1.0/switchboard-plug-keyboard,1161605,https://api.launchpad.net/1.0/bugs/1161605,22,1,None
ubuntu-nexus7,https://api.launchpad.net/1.0/ubuntu-nexus7,1105381,https://api.launchpad.net/1.0/bugs/1105381,52,1,None
ubuntu-nexus7,https://api.launchpad.net/1.0/ubuntu-nexus7,1105102,https://api.launchpad.net/1.0/bugs/1105102,52,5,None
hud,https://api.launchpad.net/1.0/hud,1193700,https://api.launchpad.net/1.0/bugs/1193700,11,7,None
pantheon-dock,https://api.launchpad.net/1.0/pantheon-dock,1091794,https://api.launchpad.net/1.0/bugs/1091794,12,1,None
weston,https://api.launchpad.net/1.0/weston,1098064,https://api.launchpad.net/1.0/bugs/1098064,1,2,None
indicator-sync,https://api.launchpad.net/1.0/indicator-sync,1063003,https://api.launchpad.net/1.0/bugs/1063003,17,18,None
remote-login-service,https://api.launchpad.net/1.0/remote-login-service,1041338,https://api.launchpad.net/1.0/bugs/1041338,11,2,None
remote-login-service,https://api.launchpad.net/1.0/remote-login-service,1037832,https://api.launchpad.net/1.0/bugs/1037832,11,1,None
gala,https://api.launchpad.net/1.0/gala,1008184,https://api.launchpad.net/1.0/bugs/1008184,220,6,None
gala,https://api.launchpad.net/1.0/gala,1025951,https://api.launchpad.net/1.0/bugs/1025951,220,1,None
gala,https://api.launchpad.net/1.0/gala,1179206,https://api.launchpad.net/1.0/bugs/1179206,220,35,None
gala,https://api.launchpad.net/1.0/gala,1017168,https://api.launchpad.net/1.0/bugs/1017168,220,7,None
gala,https://api.launchpad.net/1.0/gala,1051753,https://api.launchpad.net/1.0/bugs/1051753,220,23,None
gala,https://api.launchpad.net/1.0/gala,1053097,https://api.launchpad.net/1.0/bugs/1053097,220,4,None
gala,https://api.launchpad.net/1.0/gala,1083480,https://api.launchpad.net/1.0/bugs/1083480,220,5,None
gala,https://api.launchpad.net/1.0/gala,1053044,https://api.launchpad.net/1.0/bugs/1053044,220,1,None
gala,https://api.launchpad.net/1.0/gala,1017410,https://api.launchpad.net/1.0/bugs/1017410,220,1,None
gala,https://api.launchpad.net/1.0/gala,1103262,https://api.launchpad.net/1.0/bugs/1103262,220,5,None
gala,https://api.launchpad.net/1.0/gala,1119551,https://api.launchpad.net/1.0/bugs/1119551,220,4,None
pantheon-files,https://api.launchpad.net/1.0/pantheon-files,1007788,https://api.launchpad.net/1.0/bugs/1007788,167,1,None
pantheon-files,https://api.launchpad.net/1.0/pantheon-files,1009429,https://api.launchpad.net/1.0/bugs/1009429,167,10,None
pantheon-files,https://api.launchpad.net/1.0/pantheon-files,1017094,https://api.launchpad.net/1.0/bugs/1017094,167,23,None
pantheon-files,https://api.launchpad.net/1.0/pantheon-files,1027319,https://api.launchpad.net/1.0/bugs/1027319,167,25,None
pantheon-files,https://api.launchpad.net/1.0/pantheon-files,1091209,https://api.launchpad.net/1.0/bugs/1091209,167,9,None
pantheon-files,https://api.launchpad.net/1.0/pantheon-files,1026122,https://api.launchpad.net/1.0/bugs/1026122,167,4,None
pantheon-files,https://api.launchpad.net/1.0/pantheon-files,1011801,https://api.launchpad.net/1.0/bugs/1011801,167,1,None
geary,https://api.launchpad.net/1.0/geary,1064314,https://api.launchpad.net/1.0/bugs/1064314,37,1,None
geary,https://api.launchpad.net/1.0/geary,1106215,https://api.launchpad.net/1.0/bugs/1106215,37,2,None
geary,https://api.launchpad.net/1.0/geary,1109067,https://api.launchpad.net/1.0/bugs/1109067,37,2,None
geary,https://api.launchpad.net/1.0/geary,1158717,https://api.launchpad.net/1.0/bugs/1158717,37,1,None
geary,https://api.launchpad.net/1.0/geary,1216507,https://api.launchpad.net/1.0/bugs/1216507,37,1,None
noise,https://api.launchpad.net/1.0/noise,1084158,https://api.launchpad.net/1.0/bugs/1084158,280,7,None
noise,https://api.launchpad.net/1.0/noise,1015180,https://api.launchpad.net/1.0/bugs/1015180,280,1,None
noise,https://api.launchpad.net/1.0/noise,1076002,https://api.launchpad.net/1.0/bugs/1076002,280,39,None
noise,https://api.launchpad.net/1.0/noise,1076494,https://api.launchpad.net/1.0/bugs/1076494,280,7,None
noise,https://api.launchpad.net/1.0/noise,1032039,https://api.launchpad.net/1.0/bugs/1032039,280,1,None
noise,https://api.launchpad.net/1.0/noise,1084982,https://api.launchpad.net/1.0/bugs/1084982,280,1,None
webapps-applications,https://api.launchpad.net/1.0/webapps-applications,1206314,https://api.launchpad.net/1.0/bugs/1206314,58,4,None
libunity-webapps,https://api.launchpad.net/1.0/libunity-webapps,1028185,https://api.launchpad.net/1.0/bugs/1028185,45,17,None
libunity-webapps,https://api.launchpad.net/1.0/libunity-webapps,1061677,https://api.launchpad.net/1.0/bugs/1061677,45,5,None
libunity-webapps,https://api.launchpad.net/1.0/libunity-webapps,1064148,https://api.launchpad.net/1.0/bugs/1064148,45,1,None
libunity-webapps,https://api.launchpad.net/1.0/libunity-webapps,1028063,https://api.launchpad.net/1.0/bugs/1028063,45,2,None
gnome-control-center-signon,https://api.launchpad.net/1.0/gnome-control-center-signon,1122520,https://api.launchpad.net/1.0/bugs/1122520,28,20,None
signon-ui,https://api.launchpad.net/1.0/signon-ui,1111507,https://api.launchpad.net/1.0/bugs/1111507,18,5,None
signon-ui,https://api.launchpad.net/1.0/signon-ui,1053444,https://api.launchpad.net/1.0/bugs/1053444,18,117,None
signon-ui,https://api.launchpad.net/1.0/signon-ui,1053454,https://api.launchpad.net/1.0/bugs/1053454,18,17,None
mosh,https://api.launchpad.net/1.0/mosh,1004164,https://api.launchpad.net/1.0/bugs/1004164,1,1,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,833729,https://api.launchpad.net/1.0/bugs/833729,126,9,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,862972,https://api.launchpad.net/1.0/bugs/862972,126,18,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,916228,https://api.launchpad.net/1.0/bugs/916228,126,29,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,916356,https://api.launchpad.net/1.0/bugs/916356,126,191,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,916879,https://api.launchpad.net/1.0/bugs/916879,126,19,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,917194,https://api.launchpad.net/1.0/bugs/917194,126,65,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,926208,https://api.launchpad.net/1.0/bugs/926208,126,152,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,937421,https://api.launchpad.net/1.0/bugs/937421,126,5,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,948580,https://api.launchpad.net/1.0/bugs/948580,126,197,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,937119,https://api.launchpad.net/1.0/bugs/937119,126,2,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,944217,https://api.launchpad.net/1.0/bugs/944217,126,5,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,963718,https://api.launchpad.net/1.0/bugs/963718,126,47,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,764044,https://api.launchpad.net/1.0/bugs/764044,126,2,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,810182,https://api.launchpad.net/1.0/bugs/810182,126,57,None
unity-distro-priority,https://api.launchpad.net/1.0/unity-distro-priority,852582,https://api.launchpad.net/1.0/bugs/852582,126,5,None
unity-lens-video,https://api.launchpad.net/1.0/unity-lens-video,1133696,https://api.launchpad.net/1.0/bugs/1133696,39,19,None
gnome-sushi,https://api.launchpad.net/1.0/gnome-sushi,927555,https://api.launchpad.net/1.0/bugs/927555,10,1,None
gnome-sushi,https://api.launchpad.net/1.0/gnome-sushi,983252,https://api.launchpad.net/1.0/bugs/983252,10,1,None
unity-scope-gdrive,https://api.launchpad.net/1.0/unity-scope-gdrive,1053647,https://api.launchpad.net/1.0/bugs/1053647,15,10,None
gnome-contacts,https://api.launchpad.net/1.0/gnome-contacts,846908,https://api.launchpad.net/1.0/bugs/846908,2,5,None
unity-lens-music,https://api.launchpad.net/1.0/unity-lens-music,846013,https://api.launchpad.net/1.0/bugs/846013,53,14,None
unity-lens-music,https://api.launchpad.net/1.0/unity-lens-music,843222,https://api.launchpad.net/1.0/bugs/843222,53,1,None
unity-lens-music,https://api.launchpad.net/1.0/unity-lens-music,963991,https://api.launchpad.net/1.0/bugs/963991,53,62,None
ubuntuone-client-gnome,https://api.launchpad.net/1.0/ubuntuone-client-gnome,865115,https://api.launchpad.net/1.0/bugs/865115,18,85,None
